waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,0.0,1.0,-2.4588068E-4,0.25089857,0.749,0.0,4.0,NaN,NaN,,1776884038440
2,0.0,2.0,-0.029773248,1.1721203,0.828,0.0,4.0,NaN,NaN,,1776884046521
3,0.0,3.0,-0.07970336,2.2040474,0.800,0.0,4.0,NaN,NaN,,1776884050145
4,0.0,4.0,-0.11858909,3.6923256,0.330,0.0,4.0,NaN,NaN,,1776884054825
