waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,0.0,1.0,-4.774416E-4,0.29277247,0.707,3.5,0.0,NaN,NaN,,1776882325165
2,0.0,2.0,-0.027712407,1.3327391,0.668,3.5,0.0,NaN,NaN,,1776882329011
3,0.0,3.0,-0.08479907,2.7510538,0.263,3.5,0.0,NaN,NaN,,1776882332336
4,0.0,4.0,-0.19943354,4.275132,0.340,3.5,0.0,11.557061,0.26979634,8.062,1776882335555
