waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,0.0,1.0,0.0022047923,0.47235623,0.528,3.5,4.0,NaN,NaN,,1776883531873
2,0.0,2.0,-0.02105199,1.8272207,0.174,3.5,4.0,NaN,NaN,,1776883536110
3,0.0,3.0,-0.05626739,2.724249,0.281,3.5,4.0,NaN,NaN,,1776883539724
4,0.0,4.0,-0.18758182,4.2876296,0.343,3.5,4.0,NaN,NaN,,1776883544160
