waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,1.0,0.0,0.3546334,0.001062652,0.645,3.5,4.0,NaN,NaN,,1776883655949
2,1.0,1.0,0.5421202,0.54454094,0.646,3.5,4.0,NaN,NaN,,1776883661183
3,0.0,1.0,-0.66013396,0.51222616,0.821,3.5,4.0,4.0454917,6.418132,2.479,1776883666534
