waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,1.0,0.0,0.45011958,3.855499E-4,0.550,0.0,4.0,NaN,NaN,,1776884155478
2,1.0,1.0,0.44613922,0.5680523,0.702,0.0,4.0,NaN,NaN,,1776884160829
3,0.0,1.0,-0.5587719,0.5008143,0.749,0.0,4.0,NaN,NaN,,1776884167683
