waypoint,gt_x,gt_y,est_x,est_y,pos_err_m,gt_ap_x,gt_ap_y,est_ap_x,est_ap_y,ap_err_m,time_ms
1,1.0,0.0,0.45567402,-0.0046726647,0.544,3.5,0.0,NaN,NaN,,1776882652131
2,1.0,1.0,0.66225445,0.39797604,0.690,3.5,0.0,1.4718183,2.529203,3.242,1776882657670
3,0.0,1.0,-0.48725006,0.37568864,0.792,3.5,0.0,2.5731425,3.6977654,3.812,1776882662961
